make,model,series,series_year,price,enginesize,fuelsystem,tankcapacity,power,seats,standardtransmission,bodyType,drive,wheelbase
CHRYSLER,NEON,SE,1997,24880,2.0L,ELECTRONIC F/INJ,47L,128Kw,7,6M,4D VAN,4WD,3000mm
CHRYSLER,PT CRUISER,CLASSIC,2004,32490,2.0L,MULTI POINT F/INJ,57L,NULL,NULL,NULL,NULL,NULL,NULL
CHRYSLER,VOYAGER,RG 05 UPGRADE LX,2004,62980,3.3L,MULTI POINT F/INJ,75L,128Kw,7,4A,4D WAGON,FWD,3030mm
CHRYSLER,VOYAGER,RG 05 UPGRADE LX,2004,62980,3.3L,MULTI POINT F/INJ,75L,160Kw,5,5A,4D SEDAN,RWD,3050mm
CHRYSLER,VOYAGER,RG 05 UPGRADE LX,2004,62980,3.3L,MULTI POINT F/INJ,75L,101Kw,5,4A,5D WAGON,FWD,2580mm
CHRYSLER,VOYAGER,RG 05 UPGRADE LX,2004,62980,3.3L,MULTI POINT F/INJ,75L,98Kw,5,4A,4D SEDAN,FWD,2686mm
CHRYSLER,VOYAGER,RG 05 UPGRADE LX,2004,62980,3.3L,MULTI POINT F/INJ,75L,147Kw,4,6M,2D COUPE,RWD,2525mm
CHRYSLER,VOYAGER,RG 05 UPGRADE LX,2004,62980,3.3L,MULTI POINT F/INJ,75L,NULL,NULL,NULL,NULL,NULL,NULL
CHRYSLER,PT CRUISER,LIMITED,2004,38490,2.0L,MULTI POINT F/INJ,57L,NULL,NULL,NULL,NULL,NULL,NULL
CHRYSLER,VOYAGER,GS SE,2001,46900,3.3L,MULTI POINT F/INJ,76L,147Kw,4,6M,2D COUPE,RWD,2525mm
CHRYSLER,VOYAGER,GS SE,2001,46900,3.3L,MULTI POINT F/INJ,76L,147Kw,4,5M,2D COUPE,RWD,2525mm
DATSUN,FAIRLADY,SPORTS,1964,2530,1.5L,CARB,43L,63Kw,0,4M,2D ROADSTER,RWD,2280mm
DATSUN,FAIRLADY,SPORTS,1964,2530,1.5L,CARB,43L,63Kw,0,4M,2D ROADSTER,RWD,2280mm
DATSUN,180B,SSS,1977,6012,1.8L,CARB,55L,82Kw,5,5M,2D HARDTOP,RWD,2500mm
DATSUN,FAIRLADY,SPORTS,1964,2530,1.5L,CARB,43L,120Kw,5,3A,4D SEDAN,RWD,2820mm
DATSUN,FAIRLADY,SPORTS,1964,2530,1.5L,CARB,43L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
DATSUN,180B,SSS,1977,6012,1.8L,CARB,55L,NULL,NULL,NULL,NULL,NULL,NULL
EUNOS,800,M,1996,85165,2.3L,MILLER CYCLE,68L,149Kw,5,4A,4D SEDAN,FWD,2750mm
EUNOS,800,M,1996,85165,2.3L,MILLER CYCLE,68L,149Kw,5,4A,4D SEDAN,FWD,2750mm
EUNOS,30,X SPORT,1996,37155,1.8L,ELECTRONIC F/INJ,50L,99Kw,4,5M,2D COUPE,FWD,2455mm
EUNOS,30,X SPORT,1996,37155,1.8L,ELECTRONIC F/INJ,50L,99Kw,4,5M,2D COUPE,FWD,2455mm
EUNOS,30,X SPORT,1996,37155,1.8L,ELECTRONIC F/INJ,50L,99Kw,4,5M,2D COUPE,FWD,2455mm
EUNOS,800,M,1996,85165,2.3L,MILLER CYCLE,68L,46Kw,5,5M,3D HATCHBACK,FWD,2295mm
EUNOS,800,M,1996,85165,2.3L,MILLER CYCLE,68L,64Kw,5,4A,5D HATCHBACK,FWD,2390mm
EUNOS,30,X SPORT,1996,37155,1.8L,ELECTRONIC F/INJ,50L,104Kw,5,5M,5D HATCHBACK,FWD,2616mm
EUNOS,30,X SPORT,1996,37155,1.8L,ELECTRONIC F/INJ,50L,78Kw,5,5M,4D SEDAN,FWD,2605mm
EUNOS,30,X SPORT,1996,37155,1.8L,ELECTRONIC F/INJ,50L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm
HONDA,ACCORD,40 VTi,2005,29990,2.4L,MULTI POINT F/INJ,65L,118Kw,5,5A,4D SEDAN,FWD,2740mm
HONDA,ACCORD,40 VTi,2005,29990,2.4L,MULTI POINT F/INJ,65L,NULL,NULL,NULL,NULL,NULL,NULL
LAND ROVER,DISCOVERY 3,HSE,2006,83650,2.7L,DIESEL TURBO F/INJ,82L,140Kw,7,6A,4D WAGON,4WD,2885mm
LAND ROVER,DISCOVERY 3,HSE,2006,83650,2.7L,DIESEL TURBO F/INJ,82L,140Kw,7,6A,4D WAGON,4WD,2885mm
LAND ROVER,DISCOVERY,Tdi 4x4,1996,51800,2.5L,DIESEL TURBO,88.5L,83Kw,5,4A4x4,4D WAGON,4WD,2540mm
LAND ROVER,FREELANDER,XEi 4x4,2000,34886,1.8L,MULTI POINT F/INJ,59L,84Kw,5,5M4x4,3D HARDBACK,4WD,2535mm
LAND ROVER,FREELANDER,XEi 4x4,2000,34886,1.8L,MULTI POINT F/INJ,59L,84Kw,5,5M4x4,3D HARDBACK,4WD,2535mm
LAND ROVER,DISCOVERY,ES V8 4x4,1999,66000,4.0L,MULTI POINT F/INJ,95L,132Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,ES V8 4x4,1999,66000,4.0L,MULTI POINT F/INJ,95L,132Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,Tdi 4x4,1994,50430,2.5L,DIESEL TURBO,88.5L,83Kw,5,4A4x4,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,Tdi 4x4,1994,50430,2.5L,DIESEL TURBO,88.5L,83Kw,5,4A4x4,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,SERIES II SE 4x4,2004,71450,4.0L,MULTI POINT F/INJ,93L,136Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,SERIES II SE 4x4,2004,71450,4.0L,MULTI POINT F/INJ,93L,136Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,SERIES II SE 4x4,2004,71450,4.0L,MULTI POINT F/INJ,93L,136Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,SERIES II SE 4x4,2004,71450,4.0L,MULTI POINT F/INJ,93L,136Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,(4x4),SWB,1978,9045,2.3L,DIESEL,45L,46Kw,8,4M4x4,2D HARDTOP,4WD,2230mm
LAND ROVER,(4x4),SWB,1978,9045,2.3L,DIESEL,45L,46Kw,8,4M4x4,2D HARDTOP,4WD,2230mm
LAND ROVER,DISCOVERY,SERIES II S 4x4,2003,55450,4.0L,MULTI POINT F/INJ,93L,136Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,SERIES II S 4x4,2003,55450,4.0L,MULTI POINT F/INJ,93L,136Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,SERIES II S 4x4,2003,55450,4.0L,MULTI POINT F/INJ,93L,136Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,SERIES II S 4x4,2003,55450,4.0L,MULTI POINT F/INJ,93L,136Kw,7,4A,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,SERIES II,2003,51950,2.5L,DIESEL TURBO F/INJ,93L,101Kw,5,5M,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,SERIES II,2003,51950,2.5L,DIESEL TURBO F/INJ,93L,101Kw,5,5M,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,S 4x4,1998,39990,2.5L,DIESEL TURBO,88.5L,83Kw,5,5M4x4,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,S 4x4,1998,39990,2.5L,DIESEL TURBO,88.5L,83Kw,5,5M4x4,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,S 4x4,1998,39990,2.5L,DIESEL TURBO,88.5L,83Kw,5,5M4x4,4D WAGON,4WD,2540mm
LAND ROVER,DISCOVERY,S 4x4,1998,39990,2.5L,DIESEL TURBO,88.5L,83Kw,5,5M4x4,4D WAGON,4WD,2540mm
LAND ROVER,(4x4),LWB,1972,5203,2.3L,DIESEL,73L,46Kw,12,4M4x4,2D HARDTOP,4WD,2768mm
LAND ROVER,(4x4),LWB,1972,5203,2.3L,DIESEL,73L,46Kw,12,4M4x4,2D HARDTOP,4WD,2768mm
LAND ROVER,DISCOVERY 3,HSE,2006,83650,2.7L,DIESEL TURBO F/INJ,82L,110Kw,5,6AS,4D SEDAN,RWD,2760mm
LAND ROVER,DISCOVERY 3,HSE,2006,83650,2.7L,DIESEL TURBO F/INJ,82L,37Kw,4,4M,2D SEDAN,RWD,2420mm
LAND ROVER,DISCOVERY,Tdi 4x4,1996,51800,2.5L,DIESEL TURBO,88.5L,85Kw,5,5AS,3D HATCHBACK,RWD,2725mm
LAND ROVER,FREELANDER,XEi 4x4,2000,34886,1.8L,MULTI POINT F/INJ,59L,61Kw,5,4A,5D HATCHBACK,FWD,2400mm
LAND ROVER,FREELANDER,XEi 4x4,2000,34886,1.8L,MULTI POINT F/INJ,59L,151Kw,5,4A,5D HATCHBACK,FWD,2605mm
LAND ROVER,DISCOVERY,ES V8 4x4,1999,66000,4.0L,MULTI POINT F/INJ,95L,125Kw,5,5AS,4D SEDAN,RWD,2830mm
LAND ROVER,DISCOVERY,ES V8 4x4,1999,66000,4.0L,MULTI POINT F/INJ,95L,NULL,NULL,NULL,NULL,NULL,NULL
LAND ROVER,DISCOVERY,Tdi 4x4,1994,50430,2.5L,DIESEL TURBO,88.5L,151Kw,5,4A,5D HATCHBACK,FWD,2605mm
LAND ROVER,DISCOVERY,Tdi 4x4,1994,50430,2.5L,DIESEL TURBO,88.5L,NULL,NULL,NULL,NULL,NULL,NULL
LAND ROVER,DISCOVERY,SERIES II SE 4x4,2004,71450,4.0L,MULTI POINT F/INJ,93L,80Kw,5,4A,4D HATCHBACK,FWD,2503mm
LAND ROVER,DISCOVERY,SERIES II SE 4x4,2004,71450,4.0L,MULTI POINT F/INJ,93L,118Kw,5,5A,4D SEDAN,FWD,2740mm
LAND ROVER,DISCOVERY,SERIES II SE 4x4,2004,71450,4.0L,MULTI POINT F/INJ,93L,141Kw,5,5AS,2D COUPE,RWD,2725mm
LAND ROVER,DISCOVERY,SERIES II SE 4x4,2004,71450,4.0L,MULTI POINT F/INJ,93L,85Kw,5,5M,3D HATCHBACK,RWD,2725mm
LAND ROVER,(4x4),SWB,1978,9045,2.3L,DIESEL,45L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm
LAND ROVER,(4x4),SWB,1978,9045,2.3L,DIESEL,45L,103Kw,5,6ADSG,4D SEDAN,FWD,2578mm
LAND ROVER,DISCOVERY,SERIES II S 4x4,2003,55450,4.0L,MULTI POINT F/INJ,93L,80Kw,4,5M,2D CABRIOLET,FWD,2442mm
LAND ROVER,DISCOVERY,SERIES II S 4x4,2003,55450,4.0L,MULTI POINT F/INJ,93L,100Kw,5,5M,5D HATCHBACK,FWD,2608mm
LAND ROVER,DISCOVERY,SERIES II S 4x4,2003,55450,4.0L,MULTI POINT F/INJ,93L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
LAND ROVER,DISCOVERY,SERIES II S 4x4,2003,55450,4.0L,MULTI POINT F/INJ,93L,NULL,NULL,NULL,NULL,NULL,NULL
LAND ROVER,DISCOVERY,SERIES II,2003,51950,2.5L,DIESEL TURBO F/INJ,93L,110Kw,5,5A,5D VAN,RWD,3200mm
LAND ROVER,DISCOVERY,SERIES II,2003,51950,2.5L,DIESEL TURBO F/INJ,93L,NULL,NULL,NULL,NULL,NULL,NULL
LAND ROVER,DISCOVERY,S 4x4,1998,39990,2.5L,DIESEL TURBO,88.5L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
LAND ROVER,DISCOVERY,S 4x4,1998,39990,2.5L,DIESEL TURBO,88.5L,350Kw,5,5ATSh,4D SEDAN,RWD,2854mm
LAND ROVER,DISCOVERY,S 4x4,1998,39990,2.5L,DIESEL TURBO,88.5L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm
LAND ROVER,DISCOVERY,S 4x4,1998,39990,2.5L,DIESEL TURBO,88.5L,97Kw,5,4A,4D SEDAN,RWD,2800mm
LAND ROVER,(4x4),LWB,1972,5203,2.3L,DIESEL,73L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm
LAND ROVER,(4x4),LWB,1972,5203,2.3L,DIESEL,73L,147Kw,5,4A,4D HATCHBACK,FWD,2672mm
MAZDA,121,METRO SHADES,2001,19050,1.5L,ELECTRONIC F/INJ,43L,64Kw,5,5M,5D HATCHBACK,FWD,2390mm
MAZDA,121,SHADES,1997,14200,1.3L,SINGLE POINT F/INJ,40L,54Kw,5,5M,4D SEDAN,FWD,2390mm
MAZDA,121,SHADES,1997,14200,1.3L,SINGLE POINT F/INJ,40L,54Kw,5,5M,4D SEDAN,FWD,2390mm
MAZDA,121,METRO SHADES,2002,19240,1.5L,ELECTRONIC F/INJ,43L,64Kw,5,5M,5D HATCHBACK,FWD,2390mm
MAZDA,121,METRO SHADES,2002,19240,1.5L,ELECTRONIC F/INJ,43L,64Kw,5,5M,5D HATCHBACK,FWD,2390mm
MAZDA,121,DELUXE,1987,12250,1.3L,CARB,38L,46Kw,5,5M,3D HATCHBACK,FWD,2295mm
MAZDA,121,METRO SHADES,1999,19590,1.5L,ELECTRONIC F/INJ,40L,64Kw,5,4A,5D HATCHBACK,FWD,2390mm
MAZDA,323,PROTEGE,1999,20990,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,PROTEGE,1999,20990,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,PROTEGE,1999,20990,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,ASTINA,1997,35700,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1997,35700,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1997,35700,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1997,35700,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SHADES,2001,20490,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,DELUXE,1983,8835,1.5L,CARB,45L,54Kw,4,5M,4D WAGON,RWD,2315mm
MAZDA,323,PROTEGE SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,PROTEGE,1997,22915,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2605mm
MAZDA,323,ASTINA,1995,31050,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2605mm
MAZDA,323,PROTEGE,1998,22915,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2605mm
MAZDA,323,PROTEGE,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,PROTEGE,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1998,28480,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA,1998,28480,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2605mm
MAZDA,323,SUPER DELUXE,1989,20210,1.6L,MULTI POINT F/INJ,48L,61Kw,5,4A,5D HATCHBACK,FWD,2400mm
MAZDA,323,PROTEGE,2003,21840,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,323,PROTEGE,2003,21840,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2610mm
MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2610mm
MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2610mm
MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2610mm
MAZDA,323,SUPER DELUXE,1988,19390,1.6L,CARB,48L,53Kw,5,3A,5D HATCHBACK,FWD,2400mm
MAZDA,323,SUPER DELUXE,1988,19390,1.6L,CARB,48L,53Kw,5,3A,5D HATCHBACK,FWD,2400mm
MAZDA,323,SUPER DELUXE,1988,19390,1.6L,CARB,48L,53Kw,5,3A,5D HATCHBACK,FWD,2400mm
MAZDA,323,ASTINA SHADES,1998,26990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SHADES,1998,26990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SHADES,1998,26990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SHADES,1998,26990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,ASTINA SP,1994,30085,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,5D HATCHBACK,FWD,2500mm
MAZDA,323,ASTINA SP,1994,30085,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,5D HATCHBACK,FWD,2500mm
MAZDA,323,LIMITED,1985,15826,1.6L,MULTI POINT F/INJ,45L,61Kw,5,5M,5D HATCHBACK,FWD,2400mm
MAZDA,323,LIMITED,1985,15826,1.6L,MULTI POINT F/INJ,45L,61Kw,5,5M,5D HATCHBACK,FWD,2400mm
MAZDA,323,ASTINA SP20,2002,29180,2.0L,MULTI POINT F/INJ,55L,98Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,323,ASTINA SP20,2002,29180,2.0L,MULTI POINT F/INJ,55L,98Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm
MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm
MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm
MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,323,PROTEGE SP20,2002,26990,2.0L,MULTI POINT F/INJ,55L,98Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm
MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,626,LUXURY,1999,37290,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,5D HATCHBACK,FWD,2610mm
MAZDA,626,LUXURY,1999,37290,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,5D HATCHBACK,FWD,2610mm
MAZDA,626,DELUXE,1994,31335,2.0L,MULTI POINT F/INJ,60L,85Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,626,DELUXE,1994,31335,2.0L,MULTI POINT F/INJ,60L,85Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,626,CLASSIC,1998,30180,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,626,CLASSIC,1998,30180,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,626,CLASSIC,1999,32430,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,626,CLASSIC,1999,32430,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,626,CLASSIC,2001,32900,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,5D HATCHBACK,FWD,2610mm
MAZDA,626,LIMITED EDITION,2000,30160,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,4D SEDAN,FWD,2610mm
MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,70Kw,5,5M,4D SEDAN,RWD,2615mm
MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,70Kw,5,5M,4D SEDAN,RWD,2615mm
MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,70Kw,5,5M,4D SEDAN,RWD,2615mm
MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,70Kw,5,5M,4D SEDAN,RWD,2615mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
